,스킬이름,타입,위력,포켓몬
12747,이판사판태클,노말,120,크레베이스
12748,고드름떨구기,얼음,85,크레베이스
12749,몸통박치기,노말,40,음뱃
12750,흡수,풀,20,음뱃
12751,바람일으키기,비행,40,음뱃
12752,초음파,노말,0,음뱃
12753,그림자분신,노말,0,음뱃
12754,날개치기,비행,60,음뱃
12755,물기,악,60,음뱃
12756,에어커터,비행,60,음뱃
12757,날려버리기,노말,0,음뱃
12758,분노의앞니,노말,0,음뱃
12759,에어슬래시,비행,75,음뱃
12760,싫은소리,노말,0,음뱃
12761,날개쉬기,비행,0,음뱃
12762,순풍,비행,0,음뱃
12763,폭풍,비행,110,음뱃
12764,달빛,페어리,0,음번
12765,흡수,풀,20,음번
12766,몸통박치기,노말,40,음번
12767,바람일으키기,비행,40,음번
12768,초음파,노말,0,음번
12769,용의파동,드래곤,85,음번
12770,그림자분신,노말,0,음번
12771,날개치기,비행,60,음번
12772,물기,악,60,음번
12773,에어커터,비행,60,음번
12774,날려버리기,노말,0,음번
12775,분노의앞니,노말,0,음번
12776,에어슬래시,비행,75,음번
12777,싫은소리,노말,0,음번
12778,날개쉬기,비행,0,음번
12779,순풍,비행,0,음번
12780,폭풍,비행,110,음번
12781,폭음파,노말,140,음번
12782,몸통박치기,노말,40,제르네아스
12783,중력,에스퍼,0,제르네아스
12784,빛의장막,에스퍼,0,제르네아스
12785,오로라빔,얼음,65,제르네아스
12786,자연의힘,노말,0,제르네아스
12787,깜짝베기,악,70,제르네아스
12788,아로마테라피,풀,0,제르네아스
12789,자기암시,노말,0,제르네아스
12790,우드호른,풀,75,제르네아스
12791,미스트필드,페어리,0,제르네아스
12792,뿌리박기,풀,0,제르네아스
12793,돌진,노말,90,제르네아스
12794,지오컨트롤,페어리,0,제르네아스
12795,문포스,페어리,95,제르네아스
12796,치유파동,에스퍼,0,제르네아스
12797,메가폰,벌레,120,제르네아스
12798,인파이트,격투,120,제르네아스
12799,역린,드래곤,120,제르네아스
12800,기가임팩트,노말,150,제르네아스
12801,바람일으키기,비행,40,이벨타르
12802,그림자분신,노말,0,이벨타르
12803,도발,악,0,이벨타르
12804,바크아웃,악,55,이벨타르
12805,사슬묶기,노말,0,이벨타르
12806,기습,악,70,이벨타르
12807,순풍,비행,0,이벨타르
12808,날개쉬기,비행,0,이벨타르
12809,에어슬래시,비행,75,이벨타르
12810,악의파동,악,80,이벨타르
12811,사이코키네시스,에스퍼,90,이벨타르
12812,데스윙,비행,80,이벨타르
12813,고스트다이브,고스트,90,이벨타르
12814,속임수,악,95,이벨타르
12815,드래곤다이브,드래곤,100,이벨타르
12816,폭풍,비행,110,이벨타르
12817,기합구슬,격투,120,이벨타르
12818,불새,비행,140,이벨타르
12819,파괴광선,노말,150,이벨타르
12820,사우전드애로,땅,90,지가르데
12821,사우전드웨이브,땅,90,지가르데
12822,코어퍼니셔,드래곤,100,지가르데
12823,조이기,노말,15,지가르데
12824,땅고르기,땅,60,지가르데
12825,용의숨결,드래곤,60,지가르데
12826,물기,악,60,지가르데
12827,흑안개,얼음,0,지가르데
12828,구멍파기,땅,80,지가르데
12829,신비의부적,노말,0,지가르데
12830,깨물어부수기,악,80,지가르데
12831,용의파동,드래곤,85,지가르데
12832,그라운드포스,땅,90,지가르데
12833,뱀눈초리,노말,0,지가르데
12834,모래바람,바위,0,지가르데
12835,똬리틀기,독,0,지가르데
12836,지진,땅,100,지가르데
12837,역린,드래곤,120,지가르데
12838,다이아스톰,바위,100,디안시
12839,폭풍을,일으켜,준다.,디안시
12840,몸통박치기,노말,40,디안시
12841,향해서,몸,부딪쳐가며,디안시
12842,단단해지기,노말,0,디안시
12843,힘을,담아,단단하게,디안시
12844,가드셰어,에스퍼,0,디안시
12845,자신과,상대의,특수방어를,디안시
12846,떨어뜨리기,바위,50,디안시
12847,구슬을,던져서,있는,디안시
12848,바둥바둥,노말,0,디안시
12849,난동,부려서,자신의,디안시
12850,원시의힘,바위,60,디안시
12851,힘으로,공격한다.,모든,디안시
12852,록커트,바위,0,디안시
12853,몸을,갈아,저항을,디안시
12854,빛의장막,에스퍼,0,디안시
12855,동안,이상한,쳐서,디안시
12856,스톤샤워,바위,75,디안시
12857,바위를,세차게,공격한다.,디안시
12858,스킬스왑,에스퍼,0,디안시
12859,자신의,특성과,특성을,디안시
12860,파워젬,바위,80,디안시
12861,반짝이는,빛을,상대를,디안시
12862,스텔스록,바위,0,디안시
12863,주위에,무수한,띄워,디안시
12864,문포스,페어리,95,디안시
12865,파워를,빌려서,공격한다.,디안시
12866,스톤에지,바위,100,디안시
12867,바위를,상대에게,공격한다.,디안시
12868,길동무,고스트,0,후파
12869,쓴,뒤,공격으로,후파
12870,사이드체인지,에스퍼,0,후파
12871,힘으로,순간이동하여,같은,후파
12872,염동력,에스퍼,50,후파
12873,염동력을,상대에게,공격한다.,후파
12874,놀래키기,고스트,30,후파
12875,소리,등으로,놀래켜서,후파
12876,트릭,에스퍼,0,후파
12877,빈틈을,노려,상대가,후파
12878,빛의장막,에스퍼,0,후파
12879,동안,이상한,쳐서,후파
12880,환상빔,에스퍼,65,후파
12881,광선을,상대에게,공격한다.,후파
12882,스킬스왑,에스퍼,0,후파
12883,자신의,특성과,특성을,후파
12884,가드셰어,에스퍼,0,후파
12885,자신과,상대의,특수방어를,후파
12886,파워셰어,에스퍼,0,후파
12887,자신과,상대의,특수공격을,후파
12888,고스트다이브,고스트,90,후파
12889,어디론가,사라져서,상대를,후파
12890,사념의박치기,에스퍼,80,후파
12891,힘을,이마에,공격한다.,후파
12892,트릭룸,에스퍼,0,후파
12893,공간을,만든다.,동안,후파
12894,원더룸,에스퍼,0,후파
12895,공간을,만든다.,동안,후파
12896,섀도볼,고스트,80,후파
12897,그림자의,덩어리를,공격한다.,후파
12898,나쁜음모,악,0,후파
12899,일을,생각해서,활성화시킨다.,후파
12900,사이코키네시스,에스퍼,90,후파
12901,염동력을,상대에게,공격한다.,후파
12902,이차원홀,에스퍼,80,후파
12903,갑자기,상대,옆에,후파
12904,스팀버스트,물,110,볼케니온
12905,굉장히,뜨거운,뿜는다.,볼케니온
12906,회오리불꽃,불꽃,35,볼케니온
12907,소용돌이치는,불꽃,4-5턴,볼케니온
12908,물대포,물,40,볼케니온
12909,기세,좋게,발사하여,볼케니온
12910,째려보기,노말,0,볼케니온
12911,눈초리로,겁을,상대의,볼케니온
12912,웨더볼,노말,50,볼케니온
12913,때의,날씨에,기술,볼케니온
12914,니트로차지,불꽃,50,볼케니온
12915,둘러,상대를,힘을,볼케니온
12916,물의파동,물,60,볼케니온
12917,진동을,상대에게,공격한다.,볼케니온
12918,겁나는얼굴,노말,0,볼케니온
12919,얼굴로,노려보고,상대의,볼케니온
12920,불태우기,불꽃,60,볼케니온
12921,상대를,공격한다.,나무열매,볼케니온
12922,짓밟기,노말,65,볼케니온
12923,발로,상대를,공격한다.,볼케니온
12924,열탕,물,80,볼케니온
12925,끓어오르는,물을,발사해서,볼케니온
12926,돌진,노말,90,볼케니온
12927,기세로,상대에게,공격한다.,볼케니온
12928,흰안개,얼음,0,볼케니온
12929,안개로,몸을,5턴,볼케니온
12930,흑안개,얼음,0,볼케니온
12931,뿜어,배틀에,중인,볼케니온
12932,하이드로펌프,물,110,볼케니온
12933,물을,세찬,상대에게,볼케니온
12934,플레어드라이브,불꽃,120,볼케니온
12935,두르고,돌진한다.,상당한,볼케니온
12936,오버히트,불꽃,130,볼케니온
12937,파워로,상대를,쓰면,볼케니온
12938,대폭발,노말,250,볼케니온
12939,폭발로,자신의,있는,볼케니온
12940,몸통박치기,노말,40,나몰빼미
12941,향해서,몸,부딪쳐가며,나몰빼미
12942,울음소리,노말,0,나몰빼미
12943,울음소리를,들려주고,끌어,나몰빼미
12944,나뭇잎,풀,40,나몰빼미
12945,놀래키기,고스트,30,나몰빼미
12946,소리,등으로,놀래켜서,나몰빼미
12947,쪼기,비행,35,나몰빼미
12948,뾰족한,부리나,상대를,나몰빼미
12949,야습,고스트,40,나몰빼미
12950,늘려,상대의,공격한다.,나몰빼미
12951,잎날가르기,풀,55,나몰빼미
12952,날려,상대를,공격한다.,나몰빼미
12953,광합성,풀,0,나몰빼미
12954,HP를,회복한다.,따라,나몰빼미
12955,쪼아대기,비행,60,나몰빼미
12956,공격한다.,상대가,지니고,나몰빼미
12957,나쁜음모,악,0,나몰빼미
12958,일을,생각해서,활성화시킨다.,나몰빼미
12959,기습,악,70,나몰빼미
12960,먼저,공격할,있다.,나몰빼미
12961,리프블레이드,풀,90,나몰빼미
12962,칼처럼,이용해,베어,나몰빼미
12963,깃털댄스,비행,0,나몰빼미
12964,흩뿌려,상대의,휘감는다.,나몰빼미
12965,브레이브버드,비행,120,나몰빼미
12966,접어,저공비행으로,자신도,나몰빼미
12967,몸통박치기,노말,40,빼미스로우
12968,향해서,몸,부딪쳐가며,빼미스로우
12969,울음소리,노말,0,빼미스로우
12970,울음소리를,들려주고,끌어,빼미스로우
12971,나뭇잎,풀,40,빼미스로우
12972,놀래키기,고스트,30,빼미스로우
12973,소리,등으로,놀래켜서,빼미스로우
12974,쪼기,비행,35,빼미스로우
12975,뾰족한,부리나,상대를,빼미스로우
12976,야습,고스트,40,빼미스로우
12977,늘려,상대의,공격한다.,빼미스로우
12978,잎날가르기,풀,55,빼미스로우
12979,날려,상대를,공격한다.,빼미스로우
12980,광합성,풀,0,빼미스로우
12981,HP를,회복한다.,따라,빼미스로우
12982,쪼아대기,비행,60,빼미스로우
12983,공격한다.,상대가,지니고,빼미스로우
12984,나쁜음모,악,0,빼미스로우
12985,일을,생각해서,활성화시킨다.,빼미스로우
12986,기습,악,70,빼미스로우
12987,먼저,공격할,있다.,빼미스로우
12988,리프블레이드,풀,90,빼미스로우
12989,칼처럼,이용해,베어,빼미스로우
12990,깃털댄스,비행,0,빼미스로우
12991,흩뿌려,상대의,휘감는다.,빼미스로우
12992,브레이브버드,비행,120,빼미스로우
12993,접어,저공비행으로,자신도,빼미스로우
12994,고스트다이브,고스트,90,모크나이퍼
12995,어디론가,사라져서,상대를,모크나이퍼
12996,리프스톰,풀,130,모크나이퍼
12997,잎사귀로,상대에게,일으킨다.,모크나이퍼
12998,유턴,벌레,70,모크나이퍼
12999,뒤,굉장한,돌아와서,모크나이퍼
13000,원한,고스트,0,모크나이퍼
13001,마지막으로,사용한,원한을,모크나이퍼
13002,몸통박치기,노말,40,모크나이퍼
13003,향해서,몸,부딪쳐가며,모크나이퍼
13004,울음소리,노말,0,모크나이퍼
13005,울음소리를,들려주고,끌어,모크나이퍼
13006,나뭇잎,풀,40,모크나이퍼
13007,놀래키기,고스트,30,모크나이퍼
13008,소리,등으로,놀래켜서,모크나이퍼
13009,그림자꿰매기,고스트,80,모크나이퍼
13010,동시에,상대의,꿰매,모크나이퍼
13011,쪼기,비행,35,모크나이퍼
13012,뾰족한,부리나,상대를,모크나이퍼
13013,야습,고스트,40,모크나이퍼
13014,늘려,상대의,공격한다.,모크나이퍼
13015,잎날가르기,풀,55,모크나이퍼
13016,날려,상대를,공격한다.,모크나이퍼
13017,광합성,풀,0,모크나이퍼
13018,HP를,회복한다.,따라,모크나이퍼
13019,쪼아대기,비행,60,모크나이퍼
13020,공격한다.,상대가,지니고,모크나이퍼
13021,나쁜음모,악,0,모크나이퍼
13022,일을,생각해서,활성화시킨다.,모크나이퍼
13023,기습,악,70,모크나이퍼
13024,먼저,공격할,있다.,모크나이퍼
13025,리프블레이드,풀,90,모크나이퍼
13026,칼처럼,이용해,베어,모크나이퍼
13027,깃털댄스,비행,0,모크나이퍼
13028,흩뿌려,상대의,휘감는다.,모크나이퍼
13029,브레이브버드,비행,120,모크나이퍼
13030,접어,저공비행으로,자신도,모크나이퍼
13031,할퀴기,노말,40,냐오불
13032,울음소리,노말,0,냐오불
13033,불꽃세례,불꽃,40,냐오불
13034,핥기,고스트,30,냐오불
13035,울부짖기,노말,0,냐오불
13036,마구할퀴기,노말,18,냐오불
13037,물기,악,60,냐오불
13038,두번차기,격투,30,냐오불
13039,불꽃엄니,불꽃,65,냐오불
13040,겁나는얼굴,노말,0,냐오불
13041,뽐내기,노말,0,냐오불
13042,화염방사,불꽃,90,냐오불
13043,난동부리기,노말,120,냐오불
13044,플레어드라이브,불꽃,120,냐오불
13045,할퀴기,노말,40,냐오히트
13046,울음소리,노말,0,냐오히트
13047,불꽃세례,불꽃,40,냐오히트
13048,핥기,고스트,30,냐오히트
13049,울부짖기,노말,0,냐오히트
13050,마구할퀴기,노말,18,냐오히트
13051,물기,악,60,냐오히트
13052,두번차기,격투,30,냐오히트
13053,불꽃엄니,불꽃,65,냐오히트
13054,겁나는얼굴,노말,0,냐오히트
13055,뽐내기,노말,0,냐오히트
13056,화염방사,불꽃,90,냐오히트
13057,난동부리기,노말,120,냐오히트
13058,플레어드라이브,불꽃,120,냐오히트
13059,크로스촙,격투,100,어흥염
13060,벌크업,격투,0,어흥염
13061,불꽃세례,불꽃,40,어흥염
13062,핥기,고스트,30,어흥염
13063,할퀴기,노말,40,어흥염
13064,울음소리,노말,0,어흥염
13065,지옥찌르기,악,80,어흥염
13066,DD래리어트,악,85,어흥염
13067,울부짖기,노말,0,어흥염
13068,마구할퀴기,노말,18,어흥염
13069,물기,악,60,어흥염
13070,두번차기,격투,30,어흥염
13071,불꽃엄니,불꽃,65,어흥염
13072,겁나는얼굴,노말,0,어흥염
13073,뽐내기,노말,0,어흥염
13074,화염방사,불꽃,90,어흥염
13075,난동부리기,노말,120,어흥염
13076,플레어드라이브,불꽃,120,어흥염
13077,막치기,노말,40,누리공
13078,울음소리,노말,0,누리공
13079,물대포,물,40,누리공
13080,차밍보이스,페어리,40,누리공
13081,아쿠아제트,물,40,누리공
13082,초롱초롱눈동자,페어리,0,누리공
13083,얼어붙은바람,얼음,55,누리공
13084,노래하기,노말,0,누리공
13085,거품광선,물,65,누리공
13086,앙코르,노말,0,누리공
13087,미스트필드,페어리,0,누리공
13088,하이퍼보이스,노말,90,누리공
13089,문포스,페어리,95,누리공
13090,하이드로펌프,물,110,누리공
13091,막치기,노말,40,키요공
13092,울음소리,노말,0,키요공
13093,물대포,물,40,키요공
13094,차밍보이스,페어리,40,키요공
13095,아쿠아제트,물,40,키요공
13096,초롱초롱눈동자,페어리,0,키요공
13097,얼어붙은바람,얼음,55,키요공
13098,노래하기,노말,0,키요공
13099,거품광선,물,65,키요공
13100,앙코르,노말,0,키요공
13101,미스트필드,페어리,0,키요공
13102,하이퍼보이스,노말,90,키요공
13103,문포스,페어리,95,키요공
13104,하이드로펌프,물,110,키요공
13105,막치기,노말,40,누리레느
13106,울음소리,노말,0,누리레느
13107,물대포,물,40,누리레느
13108,차밍보이스,페어리,40,누리레느
13109,물거품아리아,물,90,누리레느
13110,아쿠아제트,물,40,누리레느
13111,초롱초롱눈동자,페어리,0,누리레느
13112,얼어붙은바람,얼음,55,누리레느
13113,노래하기,노말,0,누리레느
13114,거품광선,물,65,누리레느
13115,앙코르,노말,0,누리레느
13116,미스트필드,페어리,0,누리레느
13117,하이퍼보이스,노말,90,누리레느
13118,문포스,페어리,95,누리레느
13119,하이드로펌프,물,110,누리레느
